id,created_at,text
739347001842630656,2016-06-05 06:43:56,"RT @AkhaaandBHARAT: Mudra Yojana has benefited over 3.5 crore budding entrepreneurs across the country: PM Modi
https://t.co/stoqiu5lEs via…"
739346918489358336,2016-06-05 06:43:36,RT @TimesNow: PM Modi addresses business leaders. Praises role of Emir of Qatar in promoting India Qatar business ties https://t.co/gF8AEVm…
739346902190153729,2016-06-05 06:43:32,"RT @ANI_news: PM Modi is the best PM, he sat with us, asked us about our troubles: India worker in Doha #ModiInQatar https://t.co/xvYXT3wLPs"
739346852387131392,2016-06-05 06:43:20,RT @abpnewstv: PM Modi addresses business leaders. Praises role of Emir of Qatar in promoting #India- #Qatar business ties: MEA https://t.c…
739346842132045824,2016-06-05 06:43:18,PM Modi conferred with Afghanistan’s highest civilian honour https://t.co/wcQSRxQmEa
739346834544431105,2016-06-05 06:43:16,"RT @milan_megastar: India's Biggest Disappointnents AAP&amp;Congress Really Disappointed By The Growth Of An InspiringWorldLeader ""Mr.Modi"".

#…"
739346783831269376,2016-06-05 06:43:04,RT @TimesNow: PM Modi addresses business leaders. Praises role of Emir of Qatar in promoting India Qatar business ties https://t.co/gF8AEVm…
739346741502332928,2016-06-05 06:42:54,RT @abpnewstv: PM Modi addresses business leaders. Praises role of Emir of Qatar in promoting #India- #Qatar business ties: MEA https://t.c…
739346710376419328,2016-06-05 06:42:46,India likely to become permanent member of MTCR within THIS WEEK after PM Modi visits US. #ModiInUSA https://t.co/yhYkSPTxaa
739346700536451072,2016-06-05 06:42:44,RT @TimesNow: India is a land of opportunity. I have come to personally invite you to take advantage of this opportunity: PM Modi
739346688725291008,2016-06-05 06:42:41,RT @IndianExpress: JUST IN: PM Narendra Modi addresses business leaders. Praises role of Emir of Qatar in promoting India Qatar business ti…
739346684996526080,2016-06-05 06:42:40,PM Modi addresses business leaders. Praises role of Emir of Qatar in promoting #India- #Qatar business ties: MEA https://t.co/7KJXNTNjaZ
739346672694775808,2016-06-05 06:42:37,"RT @narendramodi_in: Modi-Obama to discuss clean energy partnership, defence cooperation &amp; economic growth priorities
https://t.co/6mcOA2Sn…"
739346656739479552,2016-06-05 06:42:34,"India's cooperation will extend to every part of Afghanistan: PM Modi
https://t.co/OyUNWUHLo8"
739346654763974657,2016-06-05 06:42:33,"If Modi government asks Raghuram Rajan to go, India will lose billions of dollars in foreign investment - The Econom…https://t.co/zNbJlvhjVA"
739346622438637568,2016-06-05 06:42:25,RT @EconomicTimes: India is a land of opportunity. I have come to personally invite you to take advantage of this opportunity: PM #Modi htt…
739346617124298753,2016-06-05 06:42:24,RT @iSanjanaPatel: Richness of poor is their attitude to pay back loans: PM Modi on Mudra Yojana. #YuvaShakti  https://t.co/P0azPmnFD0
739346614377193472,2016-06-05 06:42:23,"RT @vijayguptasangr: Crime against women on top in India , people waiting  ACHE DIN by MODI- BJP https://t.co/L31yRuk0E8"
739346588208746496,2016-06-05 06:42:17,RT @TimesNow: India is a land of opportunity. I have come to personally invite you to take advantage of this opportunity: PM Modi
739346587592183808,2016-06-05 06:42:17,"#BJP #INDIA if talks are not progressing with #Pakistan,ask #Modi what has been doing on all these foreign jaunts xcept wasting money"
739346581548367872,2016-06-05 06:42:16,RT @LillyMaryPinto: India likely to become permanent member of MTCR within THIS WEEK after PM Modi visits US. https://t.co/nycvlUZx7g
739346580319272960,2016-06-05 06:42:15,"RT @gujarattimes: I Am Used To Noise Of Democracy, Says PM Narendra Modi In Afghanistan: From the chopper, the pr... https://t.co/SbJ59UzhD…"
739346549537263616,2016-06-05 06:42:08,RT @TimesNow: PM Modi addresses business leaders. Praises role of Emir of Qatar in promoting India Qatar business ties https://t.co/gF8AEVm…
739346538871291904,2016-06-05 06:42:05,RT @vinod_sharma: R Rajan is being built up to run Modi down. How can a non-Eng speaking desi be credited with making India Great ? https:/…
739346527726895106,2016-06-05 06:42:03,RT @IndianExpress: JUST IN: PM Narendra Modi addresses business leaders. Praises role of Emir of Qatar in promoting India Qatar business ti…
739346499411140610,2016-06-05 06:41:56,"Afghan-India Friendship dam to chart a new course of cooperation between India &amp; Afghanistan
https://t.co/OyUNWUHLo8"
739346482650710016,2016-06-05 06:41:52,"If Modi government asks Raghuram Rajan to go, India will lose billions of dollars in foreign investment https://t.co/agw3BrUG0S"
739346480125739008,2016-06-05 06:41:51,India is a land of opportunity. I have come to personally invite you to take advantage of this opportunity: PM Modi in Qatar
739346449268248576,2016-06-05 06:41:44,"RT @NazlinShaikh: PM Modi to meet Prez Obama, address US Congress, pay historic visit to Mexico
https://t.co/CAOxD1X3yV via NMApp @ZubinaAh…"
739346425314607105,2016-06-05 06:41:38,RT @LillyMaryPinto: India likely to become permanent member of MTCR within THIS WEEK after PM Modi visits US. https://t.co/nycvlUZx7g
739346410349297665,2016-06-05 06:41:35,"RT @jaiprakashshah2: PM Modi’s visit will highlight the “deepening of the US-India relationship” : White House
https://t.co/syejIPmwzh 
#Mo…"
739346410269597696,2016-06-05 06:41:35,"PM @narendramodi , Afghanistan President Ashraf Ghani jointly inaugurate Afghan-India Friendship Dam
https://t.co/OyUNWUHLo8"
739346374714626048,2016-06-05 06:41:26,RT @vinod_sharma: R Rajan is being built up to run Modi down. How can a non-Eng speaking desi be credited with making India Great ? https:/…
739346338811285504,2016-06-05 06:41:18,RT @Modi_Brigade: Richness of poor is their attitude to pay back loans: PM Modi on Mudra Yojana. #YuvaShakti  https://t.co/zIuvilYaQM
739346327100784640,2016-06-05 06:41:15,@PMOIndia This what Rajan of @RBI_Official ploy to protect his chair by building pressure on economy @NITIAayog @ft https://t.co/61Fw4Zl3d6
739346315654504452,2016-06-05 06:41:12,India is a land of opportunities. I've come to personally invite you to take advantage of them: PM Modi in Qatar https://t.co/5tc91qvxLs
739346256418508800,2016-06-05 06:40:58,"RT @vijayguptasangr: Crime against women on top in India , people waiting  ACHE DIN by MODI- BJP https://t.co/L31yRuk0E8"
